Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1997.385.4,False,False,486903,Modern and Contemporary Art,Print,"Ostrich, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer|Publisher,,"Pablo Picasso|Roger Lacourière|Martin Fabiani, Paris","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger|Fabiani, Martin",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint and drypoint,"Image (plate mark trimmed): 10 5/8 x 8 3/8 in. (27 x 21.3 cm)
Sheet: 14 1/2 x 11 in. (36.8 x 27.9 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486903,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.385.5,False,False,486904,Modern and Contemporary Art,Print,"Turkey, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer|Publisher,,"Pablo Picasso|Roger Lacourière|Martin Fabiani, Paris","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger|Fabiani, Martin",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint and drypoint,"Image (plate mark trimmed): 10 13/16 x 7 7/8 in. (27.5 x 20 cm)
Sheet: 14 1/4 x 10 3/4 in. (36.2 x 27.3 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486904,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.385.6,False,False,486905,Modern and Contemporary Art,Print,"Lizard, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer,,Pablo Picasso|Roger Lacourière,"Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint and drypoint; first state of two,"Image (plate mark trimmed): 10 9/16 x 8 1/8 in. (26.8 x 20.6 cm)
Sheet: 14 1/2 x 11 in. (36.8 x 27.9 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486905,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.385.7,False,False,486906,Modern and Contemporary Art,Print,"Frogs, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer|Publisher,,"Pablo Picasso|Roger Lacourière|Martin Fabiani, Paris","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger|Fabiani, Martin",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint and drypoint,"Image (plate mark trimmed): 10 5/8 x 8 1/8 in. (27 x 20.6 cm)
Sheet: 14 1/2 x 11 in. (36.8 x 27.9 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486906,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.385.8,False,False,486907,Modern and Contemporary Art,Print,"Wolf, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer|Publisher,,"Pablo Picasso|Roger Lacourière|Martin Fabiani, Paris","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger|Fabiani, Martin",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint,"Plate: 13 5/8 x 9 3/4 in. (34.6 x 24.8 cm)
Sheet: 14 3/8 x 10 3/4 in. (36.5 x 27.3 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486907,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.385.9,False,False,486908,Modern and Contemporary Art,Print,"Baboon, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer|Publisher,,"Pablo Picasso|Roger Lacourière|Martin Fabiani, Paris","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger|Fabiani, Martin",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint and drypoint,"Image (plate mark trimmed): 10 15/16 x 8 1/8 in. (27.8 x 20.6 cm)
Sheet: 14 3/8 x 10 3/4 in. (36.5 x 27.3 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486908,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.407,False,False,486952,Modern and Contemporary Art,Print,"Boy and Sleeping Girl by Candlelight, from the ¦Vollard Suite¦",,,,,,Artist|Printer|Publisher,,Pablo Picasso|Roger Lacourière|Ambroise Vollard,"Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966|French, 1867–1939",,"Picasso, Pablo|Lacourière, Roger|Vollard, Ambroise",Spanish|French|French,1881      |1892      |1867      ,1973      |1966      |1939      ,"1934, printed 1939",1934,1934,Etching and aquatint,"Plate: 9 3/8 x 11 5/8 in. (23.8 x 29.5 cm)
Sheet: 13 1/2 x 17 5/8 in. (34.3 x 44.8 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486952,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.408,False,False,486953,Modern and Contemporary Art,Print,"Blind Minotaur Led by a Girl through the Night, from the ¦Vollard Suite¦",,,,,,Artist|Printer|Publisher,,Pablo Picasso|Roger Lacourière|Ambroise Vollard,"Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966|French, 1867–1939",,"Picasso, Pablo|Lacourière, Roger|Vollard, Ambroise",Spanish|French|French,1881      |1892      |1867      ,1973      |1966      |1939      ,"1934, printed 1939",1934,1934,Aquatint,"Plate: 9 1/2 x 13 5/8 in. (24.1 x 34.6 cm)
Sheet: 13 1/2 x 17 5/8 in. (34.3 x 44.8 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/486953,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.84,False,False,487006,Modern and Contemporary Art,Print,The Hen,,,,,,Artist|Printer|Publisher,,Pablo Picasso|Roger Lacourière|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966|Paris",,"Picasso, Pablo|Lacourière, Roger|Leiris, Galerie Louise ",Spanish|French,1881      |1892      ,1973      |1966      ,1952,1952,1952,Aquatint and drypoint,"Plate: 20 1/4 x 26 1/8 in. (51.4 x 66.4 cm)
Sheet: 22 1/8 x 29 7/8 in. (56.2 x 75.9 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/487006,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.87,False,False,487009,Modern and Contemporary Art,Print,"Mother Hen, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer|Publisher,,"Pablo Picasso|Roger Lacourière|Martin Fabiani, Paris","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger|Fabiani, Martin",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Etching and aquatint,"Image (plate mark trimmed): 10 9/16 x 8 1/16 in. (26.8 x 20.5 cm)
Sheet: 14 1/2 x 11 in. (36.8 x 27.9 cm)","Purchase, The Gerta Charitable Trust Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/487009,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.88,False,False,487010,Modern and Contemporary Art,Print,"Toad, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Printer|Publisher,,"Pablo Picasso|Roger Lacourière|Martin Fabiani, Paris","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Lacourière, Roger|Fabiani, Martin",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint and drypoint,"Image (plate mark trimmed): 10 3/8 x 8 1/4 in. (26.4 x 21 cm)
Sheet: 14 5/8 x 11 in. (37.1 x 27.9 cm)","Purchase, The Gerta Charitable Trust Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/487010,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.89,False,False,487011,Modern and Contemporary Art,Print,"Vulture, from ¦Picasso: Original Etchings for the Texts of Buffon¦",,,,,,Artist|Publisher|Printer,,"Pablo Picasso|Martin Fabiani, Paris|Roger Lacourière","Spanish, Malaga 1881–1973 Mougins, France|French, 1892–1966",,"Picasso, Pablo|Fabiani, Martin|Lacourière, Roger",Spanish|French,1881      |1892      ,1973      |1966      ,"1936, printed 1942",1936,1936,Sugar-lift aquatint and drypoint,"Image (plate mark trimmed): 10 5/8 x 8 1/8 in. (27 x 20.6 cm)
Sheet: 14 1/2 x 11 1/8 in. (36.8 x 28.3 cm)","Purchase, The Gerta Charitable Trust Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/487011,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1997.90,False,False,487012,Modern and Contemporary Art,Print,Jacqueline Dressed as a Bride Full Face I,,,,,,Artist|Printer,,Pablo Picasso|Jacques Frélaut,"Spanish, Malaga 1881–1973 Mougins, France|French",,"Picasso, Pablo|Frélaut, Jacques",Spanish|French,1881      ,1973      ,1961,1961,1961,Aquatint and drypoint; eleventh state,"Plate: 15 5/8 x 11 5/8 in. (39.7 x 29.5 cm)
Sheet: 20 1/4 x 16 in. (51.4 x 40.6 cm)","Purchase, Reba and Dave Williams Gift, 1997",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/487012,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1998.23,False,False,487039,Modern and Contemporary Art,Painting,Dora Maar in an Armchair,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1939,1939,1939,Oil on canvas,28 7/8 x 23 3/4 in. (73.3 x 60.3 cm),"The Mr. and Mrs. Klaus G. Perls Collection, 1998",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/487039,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
47.106,True,False,488221,Modern and Contemporary Art,Painting,Gertrude Stein,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1905–6,1905,1906,Oil on canvas,39 3/8 x 32in. (100 x 81.3cm),"Bequest of Gertrude Stein, 1946
",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488221,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
47.140,False,False,488227,Modern and Contemporary Art,Drawing,Ambroise Vollard,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1915,1915,1915,Graphite on paper,18 3/8 x 12 5/8 in. (46.7 x 32.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1947",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488227,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.2,False,False,488429,Modern and Contemporary Art,Painting,Woman Ironing,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1901,1901,1901,"Oil on canvas, mounted on cardboard",19 1/2 x 10 1/8 in. (49.5 x 25.7 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488429,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.27,False,False,488469,Modern and Contemporary Art,Drawing,Seated Man Reading a Newspaper,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1912,1912,1912,Ink on paper,12 1/8 x 7 3/4 in. (30.8 x 19.7 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488469,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.28,False,False,488470,Modern and Contemporary Art,Drawing,Head of a Woman,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1909,1909,1909,Ink and charcoal on paper,25 1/8 x 19 1/2 in. (63.8 x 49.5 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488470,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.29,False,False,488471,Modern and Contemporary Art,Drawing,Head of a Man,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1912,1912,1912,Charcoal on paper,24 1/2 x 19 in. (62.2 x 48.3 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488471,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.30,False,False,488473,Modern and Contemporary Art,Drawing,Still Life with Bottle and a Pot of Hyacinths,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1909,1909,1909,Pastel on paper,24 7/8 x 19 1/8 in. (63.2 x 48.6 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488473,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.31,False,False,488474,Modern and Contemporary Art,Drawing,Still Life with Cruet Set,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1911,1911,1911,Ink on paper,12 3/8 x 9 1/2 in. (31.4 x 24.1 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488474,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.32,False,False,488475,Modern and Contemporary Art,Drawing,Study of a Harlequin,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1904–5,1904,1905,Ink on ledger paper,5 5/8 x 3 5/8 in. (14.3 x 9.2 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488475,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.33,False,False,488476,Modern and Contemporary Art,Drawing,Bottle and Wine Glass on a Table,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1912,1912,1912,"Charcoal, ink, cut and pasted newspaper, and graphite on paper",24 3/8 × 18 5/8 in. (61.9 × 47.3 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488476,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.34,False,False,488477,Modern and Contemporary Art,Drawing,Standing Female Nude,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1910,1910,1910,Charcoal on paper,"19 x 12 3/8 in. (48.3 x 31.4 cm)
","Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488477,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.70.35,False,False,488478,Modern and Contemporary Art,Drawing,Head,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1909,1909,1909,Ink on paper,24 3/4 x 18 7/8 in. (62.9 x 47.9 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488478,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
50.188,False,False,488596,Modern and Contemporary Art,Painting,The Blind Man's Meal,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1903,1903,1903,Oil on canvas,37 1/2 x 37 1/4 in. (95.3 x 94.6 cm),"Purchase, Mr. and Mrs. Ira Haupt Gift, 1950",,,,,,,,,,,,paintings: panel,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488596,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
52.175,False,False,488690,Modern and Contemporary Art,Painting,The Actor,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1904–5,1904,1905,Oil on canvas,77 1/4 x 45 3/8 in. (196.2 x 115.3 cm),"Gift of Thelma Chrysler Foy, 1952",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488690,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
53.140.3,False,False,488710,Modern and Contemporary Art,Painting,La Coiffure,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1906,1906,1906,Oil on canvas,68 7/8 x 39 1/4in. (174.9 x 99.7cm),"Wolfe Fund, 1951; acquired from The Museum of Modern Art, Anonymous Gift",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488710,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
53.140.4,False,False,488711,Modern and Contemporary Art,Painting,Woman in White,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1923,1923,1923,"Oil, water-based paint, and crayon on canvas","39 x 31 1/2 in. (99.1 x 80 cm)
","Rogers Fund, 1951; acquired from The Museum of Modern Art, Lillie P. Bliss Collection",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488711,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
60.87,True,False,489124,Modern and Contemporary Art,Painting,Seated Harlequin,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1901,1901,1901,"Oil on canvas, lined and mounted to a sheet of pressed cork",32 3/4 x 24 1/8 in. (83.2 x 61.3 cm),"Purchase, Mr. and Mrs. John L. Loeb Gift, 1960",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/489124,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
61.85,False,False,489222,Modern and Contemporary Art,Drawing,Woman in Green,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1901,1901,1901,Pastel on tan paper board,20 3/8 x 14 1/4 in. (51.8 x 36.2 cm),"Purchase, Mr. and Mrs. John L. Loeb Gift, 1961",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/489222,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
67.162,False,False,489536,Modern and Contemporary Art,Drawing,Standing Nude,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1907–8,1907,1908,Watercolor and graphite on paper,24 5/8 x 16 5/8 in. (62.5 x 42.2 cm),"Anonymous Gift, in memory of Dr. Avrom Barnett, 1967",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/489536,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
67.187.91,False,False,489645,Modern and Contemporary Art,Painting,Head of a Woman,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1903,1903,1903,Oil on canvas,15 7/8 x 14in. (40.3 x 35.6cm),"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/489645,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1999.363.58,False,False,490013,Modern and Contemporary Art,Painting,Woman in Profile,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1901,1901,1901,Oil on paper board mounted on particle board,20 1/2 x 13 1/4 in. (52.1 x 33.7 cm),"Jacques and Natasha Gelman Collection, 1998",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/490013,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1999.363.59,False,False,490014,Modern and Contemporary Art,Painting,Self-Portrait,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1906,1906,1906,Oil on canvas mounted on honeycomb panel,"10 1/2 x 7 3/4 in. (26.7 x 19.7 cm)
","Jacques and Natasha Gelman Collection, 1998",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/490014,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1999.363.60,False,False,490015,Modern and Contemporary Art,Drawing,Head of a Woman,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1908,1908,1908,Watercolor on paper,12 1/2 x 9 1/2 in. (31.8 x 24.1 cm),"Jacques and Natasha Gelman Collection, 1998",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/490015,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1999.363.61,False,False,490016,Modern and Contemporary Art,Drawing,Kneeling Nude,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1907–8,1907,1908,Charcoal on paper,25 x 19 in. (63.5 x 48.3 cm),"Jacques and Natasha Gelman Collection, 1998",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/490016,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1999.363.62,False,False,490017,Modern and Contemporary Art,Drawing,Standing Nude,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1907–8,1907,1908,Watercolor and charcoal on paper,24 x 18 1/2 in. (61 x 47 cm),"Jacques and Natasha Gelman Collection, 1998",,,,,,,,,,,,Drawings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/490017,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1999.363.63,False,False,490018,Modern and Contemporary Art,Painting,Still Life with a Bottle of Rum,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1911,1911,1911,Oil on canvas,24 1/8 x 19 7/8 in. (61.3 x 50.5 cm),"Jacques and Natasha Gelman Collection, 1998",,,,,,,,,,,,Paintings,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/490018,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
